ID;Waktu;Ketinggian;Temperatur;Kelembap;;;;;
MAHESWARA_GSBC2020;17:08:06;0.13;32.0;59.4;99538.4;122;1.0;-7.771.241;110.373.383
MAHESWARA_GSBC2020;17:08:07;0.11;32.0;59.6;99540.2;284;2.6;-7.771.235;110.373.360
MAHESWARA_GSBC2020;17:08:08;0.15;32.0;59.2;99538.0;282;1.7;-7.771.232;110.373.344
MAHESWARA_GSBC2020;17:08:09;0.14;32.0;59.0;99539.1;281;2.6;-7.771.228;110.373.322
MAHESWARA_GSBC2020;17:08:10;0.09;32.0;59.5;99539.7;277;0.8;-7.771.227;110.373.314
MAHESWARA_GSBC2020;17:08:11;0.12;32.0;59.3;99538.6;274;0.8;-7.771.226;110.373.306
MAHESWARA_GSBC2020;17:08:12;0.09;32.0;59.0;99539.7;277;1.7;-7.771.224;110.373.291
MAHESWARA_GSBC2020;17:08:13;0.11;32.0;58.9;99540.5;0;0.1;-7.771.224;110.373.291
MAHESWARA_GSBC2020;17:08:14;0.08;32.0;59.2;99538.2;274;1.7;-7.771.223;110.373.276
MAHESWARA_GSBC2020;17:08:15;0.21;32.0;59.3;99537.2;294;0.9;-7.771.220;110.373.268
MAHESWARA_GSBC2020;17:08:16;0.16;32.0;59.3;99539.1;256;0.9;-7.771.222;110.373.260
MAHESWARA_GSBC2020;17:08:17;0.16;32.0;59.2;99537.1;180;0.1;-7.771.222;110.373.260
MAHESWARA_GSBC2020;17:08:18;0.07;32.0;59.2;99537.3;0;0.0;-7.771.222;110.373.260
MAHESWARA_GSBC2020;17:08:19;0.20;32.0;59.0;99538.0;180;0.4;-7.771.225;110.373.260
MAHESWARA_GSBC2020;17:08:20;0.07;32.0;59.0;99538.5;180;0.4;-7.771.229;110.373.260
MAHESWARA_GSBC2020;17:08:21;0.15;32.0;58.9;99539.3;274;0.8;-7.771.228;110.373.253
MAHESWARA_GSBC2020;17:08:22;0.14;32.0;59.2;99537.0;0;0.0;-7.771.228;110.373.253
MAHESWARA_GSBC2020;17:08:23;0.12;32.0;59.7;99538.1;0;0.2;-7.771.227;110.373.253
MAHESWARA_GSBC2020;17:08:24;0.16;32.0;59.6;99536.6;288;0.9;-7.771.224;110.373.245
MAHESWARA_GSBC2020;17:08:25;0.07;32.0;59.4;99540.3;266;0.8;-7.771.225;110.373.238
MAHESWARA_GSBC2020;17:08:26;0.03;32.0;59.9;99540.1;108;0.9;-7.771.227;110.373.245
MAHESWARA_GSBC2020;17:08:27;0.06;32.0;59.6;99541.2;121;2.0;-7.771.236;110.373.260
MAHESWARA_GSBC2020;17:08:28;0.12;32.0;59.5;99540.0;140;1.3;-7.771.245;110.373.268
MAHESWARA_GSBC2020;17:08:29;0.01;32.0;59.3;99539.8;139;1.3;-7.771.254;110.373.276
MAHESWARA_GSBC2020;17:08:30;0.04;32.0;59.5;99539.9;129;1.1;-7.771.260;110.373.283
MAHESWARA_GSBC2020;17:08:31;0.00;32.0;59.6;99539.9;292;2.7;-7.771.251;110.373.260
MAHESWARA_GSBC2020;17:08:32;0.05;32.0;59.3;99539.5;280;3.4;-7.771.246;110.373.230
MAHESWARA_GSBC2020;17:08:33;0.01;32.0;59.3;99543.5;280;4.2;-7.771.239;110.373.192
MAHESWARA_GSBC2020;17:08:34;0.00;32.0;59.5;99541.5;280;4.2;-7.771.233;110.373.154
MAHESWARA_GSBC2020;17:08:35;0.11;32.0;59.0;99543.1;180;0.6;-7.771.238;110.373.154
MAHESWARA_GSBC2020;17:08:36;0.12;32.0;59.3;99539.9;256;0.9;-7.771.240;110.373.146
MAHESWARA_GSBC2020;17:08:37;0.11;32.0;59.2;99540.4;290;5.3;-7.771.224;110.373.100
MAHESWARA_GSBC2020;17:08:38;0.02;32.0;59.3;99540.4;288;2.6;-7.771.216;110.373.077
MAHESWARA_GSBC2020;17:08:39;0.16;32.0;59.2;99539.9;275;5.1;-7.771.212;110.373.032
MAHESWARA_GSBC2020;17:08:40;0.22;32.0;58.9;99538.4;63;0.9;-7.771.208;110.373.039
MAHESWARA_GSBC2020;17:08:41;0.06;32.0;59.2;99541.5;65;1.8;-7.771.201;110.373.055
MAHESWARA_GSBC2020;17:08:42;0.05;32.0;59.2;99542.6;288;0.9;-7.771.199;110.373.047
MAHESWARA_GSBC2020;17:08:43;0.09;32.0;59.0;99541.6;50;2.2;-7.771.186;110.373.062
MAHESWARA_GSBC2020;17:08:44;0.10;32.0;59.2;99543.8;47;2.3;-7.771.172;110.373.077
MAHESWARA_GSBC2020;17:08:46;0.17;32.0;59.5;99538.3;76;4.3;-7.771.162;110.373.116
MAHESWARA_GSBC2020;17:08:47;0.10;32.0;59.4;99539.4;71;2.6;-7.771.154;110.373.138
MAHESWARA_GSBC2020;17:08:48;0.08;32.0;59.2;99539.4;78;3.4;-7.771.148;110.373.169
MAHESWARA_GSBC2020;17:08:49;0.02;32.0;59.4;99541.6;76;2.6;-7.771.142;110.373.192
MAHESWARA_GSBC2020;17:08:50;0.17;32.0;59.2;99539.4;78;3.4;-7.771.136;110.373.222
MAHESWARA_GSBC2020;17:08:51;0.06;32.0;59.4;99539.6;75;3.5;-7.771.128;110.373.253
MAHESWARA_GSBC2020;17:08:52;0.07;32.0;59.3;99542.4;79;2.6;-7.771.123;110.373.276
MAHESWARA_GSBC2020;17:08:53;0.16;32.0;59.1;99540.5;58;2.0;-7.771.114;110.373.291
MAHESWARA_GSBC2020;17:08:54;0.11;32.0;59.1;99540.9;65;1.8;-7.771.107;110.373.306
MAHESWARA_GSBC2020;17:08:55;0.14;32.0;59.2;99540.0;60;1.0;-7.771.102;110.373.314
MAHESWARA_GSBC2020;17:08:56;0.12;32.0;59.1;99541.5;92;1.7;-7.771.103;110.373.329
MAHESWARA_GSBC2020;17:08:57;0.15;32.0;59.0;99537.9;86;1.7;-7.771.102;110.373.344
MAHESWARA_GSBC2020;17:08:58;0.10;32.0;59.4;99540.0;114;0.9;-7.771.105;110.373.352
MAHESWARA_GSBC2020;17:08:59;0.00;32.0;59.1;99542.0;180;0.7;-7.771.112;110.373.352
MAHESWARA_GSBC2020;17:09:00;0.11;32.0;58.9;99540.6;114;0.9;-7.771.115;110.373.360
MAHESWARA_GSBC2020;17:09:01;0.12;32.0;59.0;99541.8;180;0.6;-7.771.121;110.373.360
MAHESWARA_GSBC2020;17:09:02;0.13;32.0;58.9;99541.3;94;0.8;-7.771.122;110.373.367
MAHESWARA_GSBC2020;17:09:03;0.10;32.0;59.4;99541.6;90;0.8;-7.771.122;110.373.375
MAHESWARA_GSBC2020;17:09:04;0.14;32.0;59.1;99541.9;180;0.8;-7.771.129;110.373.375
MAHESWARA_GSBC2020;17:09:05;0.18;32.0;59.1;99541.3;127;1.0;-7.771.134;110.373.383
MAHESWARA_GSBC2020;17:09:06;0.10;32.0;59.1;99541.0;180;0.5;-7.771.139;110.373.383
MAHESWARA_GSBC2020;17:09:07;0.03;32.0;59.0;99540.6;238;1.0;-7.771.144;110.373.375
MAHESWARA_GSBC2020;17:09:08;0.06;32.0;59.0;99540.1;180;0.5;-7.771.148;110.373.375
MAHESWARA_GSBC2020;17:09:09;0.15;32.0;58.7;99539.6;97;0.8;-7.771.149;110.373.383
MAHESWARA_GSBC2020;17:09:10;0.14;32.0;59.1;99540.6;180;0.3;-7.771.152;110.373.383
MAHESWARA_GSBC2020;17:09:11;0.07;32.0;59.0;99541.3;97;0.8;-7.771.152;110.373.390
MAHESWARA_GSBC2020;17:09:12;0.14;32.0;58.9;99542.2;180;0.2;-7.771.154;110.373.390
MAHESWARA_GSBC2020;17:09:13;0.13;32.0;59.2;99540.0;90;0.8;-7.771.154;110.373.398
MAHESWARA_GSBC2020;17:09:14;0.08;32.0;58.7;99541.4;235;1.0;-7.771.160;110.373.390
MAHESWARA_GSBC2020;17:09:15;0.15;32.0;59.2;99541.1;90;0.8;-7.771.160;110.373.398
MAHESWARA_GSBC2020;17:09:16;0.12;32.0;59.2;99540.8;246;0.9;-7.771.163;110.373.390
MAHESWARA_GSBC2020;17:09:17;0.08;32.0;59.4;99543.0;249;0.9;-7.771.166;110.373.383
MAHESWARA_GSBC2020;17:09:18;0.05;32.0;59.2;99542.0;180;0.1;-7.771.166;110.373.383
MAHESWARA_GSBC2020;17:09:19;0.01;32.0;59.5;99542.5;180;0.1;-7.771.167;110.373.383
MAHESWARA_GSBC2020;17:09:20;0.12;32.0;59.4;99543.1;0;0.1;-7.771.167;110.373.383
MAHESWARA_GSBC2020;17:09:21;0.06;32.0;59.2;99542.3;180;0.1;-7.771.168;110.373.383
MAHESWARA_GSBC2020;17:09:22;0.05;32.0;59.2;99542.9;180;0.1;-7.771.169;110.373.383
MAHESWARA_GSBC2020;17:09:23;0.07;32.0;59.2;99541.8;180;0.5;-7.771.173;110.373.383
MAHESWARA_GSBC2020;17:09:24;0.04;32.0;59.1;99542.6;117;0.9;-7.771.177;110.373.390
MAHESWARA_GSBC2020;17:09:25;0.06;32.0;59.4;99542.1;180;0.4;-7.771.181;110.373.390
MAHESWARA_GSBC2020;17:09:26;0.03;32.0;58.9;99543.6;120;1.0;-7.771.185;110.373.398
MAHESWARA_GSBC2020;17:09:27;0.01;32.0;59.1;99541.8;180;0.1;-7.771.186;110.373.398
MAHESWARA_GSBC2020;17:09:28;0.13;31.9;58.8;99541.2;104;0.9;-7.771.188;110.373.405
MAHESWARA_GSBC2020;17:09:29;0.14;31.9;58.8;99540.5;111;0.9;-7.771.191;110.373.413
MAHESWARA_GSBC2020;17:09:30;0.07;32.0;59.1;99541.5;104;0.9;-7.771.193;110.373.421
MAHESWARA_GSBC2020;17:09:31;0.06;32.0;58.6;99542.3;180;0.6;-7.771.198;110.373.421
MAHESWARA_GSBC2020;17:09:32;0.11;31.9;58.8;99541.9;243;1.9;-7.771.205;110.373.405
MAHESWARA_GSBC2020;17:09:33;0.16;32.0;59.1;99540.9;76;1.7;-7.771.202;110.373.421
MAHESWARA_GSBC2020;17:09:34;0.14;31.9;59.4;99541.7;274;0.8;-7.771.201;110.373.413
MAHESWARA_GSBC2020;17:09:35;0.10;32.0;59.1;99541.3;263;0.8;-7.771.202;110.373.405
MAHESWARA_GSBC2020;17:09:36;0.10;32.0;59.1;99540.9;274;0.8;-7.771.202;110.373.398
MAHESWARA_GSBC2020;17:09:37;0.13;32.0;58.6;99542.8;72;0.9;-7.771.199;110.373.405
MAHESWARA_GSBC2020;17:09:38;0.05;32.0;59.1;99544.1;0;0.1;-7.771.198;110.373.405
MAHESWARA_GSBC2020;17:09:39;0.12;31.9;59.1;99541.2;104;0.9;-7.771.200;110.373.413
MAHESWARA_GSBC2020;17:09:40;0.11;32.0;58.7;99543.8;111;0.9;-7.771.203;110.373.421
MAHESWARA_GSBC2020;17:09:41;0.09;32.0;59.0;99540.8;83;0.8;-7.771.202;110.373.428
MAHESWARA_GSBC2020;17:09:42;0.06;31.9;58.9;99542.3;180;0.4;-7.771.205;110.373.428
MAHESWARA_GSBC2020;17:09:43;0.02;32.0;59.1;99543.6;76;3.4;-7.771.198;110.373.459
MAHESWARA_GSBC2020;17:09:44;0.06;32.0;59.1;99542.1;180;0.2;-7.771.200;110.373.459
MAHESWARA_GSBC2020;17:09:45;0.10;31.9;59.2;99542.2;94;1.7;-7.771.201;110.373.474
MAHESWARA_GSBC2020;17:09:46;0.16;31.9;59.5;99541.8;81;1.7;-7.771.198;110.373.489
MAHESWARA_GSBC2020;17:09:47;0.12;31.9;60.2;99540.8;180;0.6;-7.771.204;110.373.489
MAHESWARA_GSBC2020;17:09:48;0.10;32.0;59.4;99544.2;106;1.7;-7.771.208;110.373.505
MAHESWARA_GSBC2020;17:09:49;0.08;31.9;59.8;99540.5;180;0.3;-7.771.210;110.373.505
MAHESWARA_GSBC2020;17:09:50;0.15;31.9;60.2;99540.4;180;0.5;-7.771.215;110.373.505
MAHESWARA_GSBC2020;17:09:51;0.11;31.9;59.9;99542.8;101;1.7;-7.771.218;110.373.520
MAHESWARA_GSBC2020;17:09:52;0.13;31.9;59.8;99543.7;66;0.9;-7.771.214;110.373.528
MAHESWARA_GSBC2020;17:09:53;0.07;31.9;59.5;99541.6;277;0.8;-7.771.214;110.373.520
MAHESWARA_GSBC2020;17:09:54;0.12;31.9;59.8;99542.2;277;1.7;-7.771.212;110.373.505
MAHESWARA_GSBC2020;17:09:55;0.13;31.9;60.0;99542.2;274;0.8;-7.771.211;110.373.497
MAHESWARA_GSBC2020;17:09:56;0.09;31.9;60.0;99541.5;263;1.7;-7.771.213;110.373.482
MAHESWARA_GSBC2020;17:09:57;0.15;31.9;59.8;99539.5;0;0.1;-7.771.213;110.373.482
MAHESWARA_GSBC2020;17:09:58;0.09;31.9;59.9;99542.0;270;0.8;-7.771.213;110.373.474
MAHESWARA_GSBC2020;17:09:59;0.05;31.9;59.7;99543.9;238;1.0;-7.771.217;110.373.466
MAHESWARA_GSBC2020;17:10:00;0.11;31.9;59.8;99541.1;0;0.2;-7.771.215;110.373.466
MAHESWARA_GSBC2020;17:10:01;0.12;31.9;60.0;99540.7;0;0.1;-7.771.214;110.373.466
MAHESWARA_GSBC2020;17:10:02;0.16;31.9;60.0;99541.6;263;0.8;-7.771.215;110.373.459
MAHESWARA_GSBC2020;17:10:03;0.14;31.9;59.5;99541.0;83;0.8;-7.771.214;110.373.466
MAHESWARA_GSBC2020;17:10:04;0.18;31.9;59.4;99541.5;97;0.8;-7.771.215;110.373.474
MAHESWARA_GSBC2020;17:10:05;0.15;31.9;59.8;99542.9;0;0.2;-7.771.214;110.373.474
MAHESWARA_GSBC2020;17:10:06;0.16;31.9;59.7;99542.5;0;0.1;-7.771.213;110.373.474
MAHESWARA_GSBC2020;17:10:07;0.09;31.9;59.3;99541.5;266;0.8;-7.771.213;110.373.466
MAHESWARA_GSBC2020;17:10:08;0.14;31.9;59.8;99543.3;180;0.2;-7.771.214;110.373.466
MAHESWARA_GSBC2020;17:10:09;0.17;31.9;59.6;99540.1;263;0.8;-7.771.215;110.373.459
MAHESWARA_GSBC2020;17:10:10;0.17;31.9;59.5;99541.7;266;0.8;-7.771.216;110.373.451
MAHESWARA_GSBC2020;17:10:11;0.15;31.9;59.5;99540.6;0;0.1;-7.771.215;110.373.451
MAHESWARA_GSBC2020;17:10:12;0.17;31.9;59.5;99541.7;266;0.8;-7.771.215;110.373.444
MAHESWARA_GSBC2020;17:10:13;0.20;31.9;60.0;99541.1;97;0.8;-7.771.216;110.373.451
MAHESWARA_GSBC2020;17:10:14;0.13;31.9;59.6;99541.1;249;0.9;-7.771.219;110.373.444
MAHESWARA_GSBC2020;17:10:15;0.15;31.9;59.7;99541.2;83;0.8;-7.771.218;110.373.451
MAHESWARA_GSBC2020;17:10:16;0.17;31.9;59.4;99540.7;263;0.8;-7.771.219;110.373.444
MAHESWARA_GSBC2020;17:10:17;0.18;31.9;59.5;99542.4;180;0.1;-7.771.220;110.373.444
MAHESWARA_GSBC2020;17:10:18;0.09;31.9;59.6;99541.0;281;0.9;-7.771.219;110.373.436
MAHESWARA_GSBC2020;17:10:19;0.11;31.9;59.7;99542.4;76;0.9;-7.771.217;110.373.444
MAHESWARA_GSBC2020;17:10:20;0.12;31.9;59.4;99542.9;180;0.2;-7.771.218;110.373.444
MAHESWARA_GSBC2020;17:10:21;0.17;31.9;59.6;99539.8;0;0.1;-7.771.218;110.373.444
MAHESWARA_GSBC2020;17:10:22;0.06;31.9;59.1;99541.4;180;0.1;-7.771.218;110.373.444
MAHESWARA_GSBC2020;17:10:23;0.11;31.9;59.5;99540.9;83;0.8;-7.771.217;110.373.451
MAHESWARA_GSBC2020;17:10:24;0.16;31.9;59.4;99541.5;101;1.7;-7.771.220;110.373.466
MAHESWARA_GSBC2020;17:10:25;0.20;31.9;59.0;99540.6;102;9.4;-7.771.238;110.373.550
MAHESWARA_GSBC2020;17:10:26;0.17;31.9;59.2;99541.9;105;6.0;-7.771.252;110.373.604
MAHESWARA_GSBC2020;17:10:27;0.06;31.9;59.1;99544.2;108;7.0;-7.771.272;110.373.665
MAHESWARA_GSBC2020;17:10:28;0.07;31.9;58.9;99541.5;111;6.3;-7.771.293;110.373.718
MAHESWARA_GSBC2020;17:10:29;0.11;31.9;59.0;99542.5;111;6.3;-7.771.313;110.373.772
MAHESWARA_GSBC2020;17:10:30;0.15;31.9;59.0;99542.5;122;4.9;-7.771.337;110.373.810
MAHESWARA_GSBC2020;17:10:31;0.07;31.9;59.2;99540.9;116;5.6;-7.771.359;110.373.856
MAHESWARA_GSBC2020;17:10:32;0.12;31.9;58.9;99542.8;284;1.7;-7.771.355;110.373.840
MAHESWARA_GSBC2020;17:10:33;0.07;31.9;58.5;99541.9;279;1.7;-7.771.353;110.373.825
MAHESWARA_GSBC2020;17:10:34;0.15;31.9;58.4;99540.1;277;1.7;-7.771.351;110.373.810
MAHESWARA_GSBC2020;17:10:35;0.07;31.9;58.6;99542.0;270;2.5;-7.771.351;110.373.787
MAHESWARA_GSBC2020;17:10:36;0.14;31.9;58.6;99540.9;286;1.7;-7.771.347;110.373.772
MAHESWARA_GSBC2020;17:10:37;0.15;31.9;58.5;99542.2;277;2.5;-7.771.344;110.373.749
MAHESWARA_GSBC2020;17:10:38;0.07;31.9;58.4;99541.8;275;1.7;-7.771.342;110.373.734
MAHESWARA_GSBC2020;17:10:39;0.12;31.9;58.6;99540.8;277;2.5;-7.771.339;110.373.711
MAHESWARA_GSBC2020;17:10:40;0.12;31.9;59.1;99541.9;275;2.5;-7.771.338;110.373.688
MAHESWARA_GSBC2020;17:10:41;0.14;31.9;58.4;99542.2;275;1.7;-7.771.336;110.373.672
MAHESWARA_GSBC2020;17:10:42;0.14;31.9;58.1;99541.6;282;1.7;-7.771.333;110.373.657
MAHESWARA_GSBC2020;17:10:43;0.08;31.9;58.3;99542.1;275;1.7;-7.771.331;110.373.642
MAHESWARA_GSBC2020;17:10:44;0.11;31.9;58.5;99543.6;297;0.9;-7.771.327;110.373.634
MAHESWARA_GSBC2020;17:10:45;0.12;31.9;58.3;99542.7;294;0.9;-7.771.324;110.373.627
MAHESWARA_GSBC2020;17:10:46;0.15;31.9;58.5;99541.6;277;1.7;-7.771.322;110.373.611
MAHESWARA_GSBC2020;17:10:47;0.09;31.9;58.3;99542.3;0;0.4;-7.771.318;110.373.611
MAHESWARA_GSBC2020;17:10:48;0.20;31.9;58.3;99541.8;281;1.7;-7.771.316;110.373.596
MAHESWARA_GSBC2020;17:10:49;0.21;31.8;58.4;99540.3;275;2.5;-7.771.314;110.373.573
MAHESWARA_GSBC2020;17:10:50;0.22;31.9;58.3;99541.5;0;0.5;-7.771.309;110.373.573
MAHESWARA_GSBC2020;17:10:51;0.15;31.8;58.4;99539.1;0;0.5;-7.771.304;110.373.573
MAHESWARA_GSBC2020;17:10:52;0.16;31.8;58.3;99541.0;307;1.1;-7.771.298;110.373.566
MAHESWARA_GSBC2020;17:10:53;0.19;31.8;58.1;99541.1;0;0.7;-7.771.292;110.373.566
MAHESWARA_GSBC2020;17:10:54;0.15;31.8;58.4;99542.1;294;0.9;-7.771.289;110.373.558
MAHESWARA_GSBC2020;17:10:55;0.14;31.8;58.7;99540.3;277;0.8;-7.771.288;110.373.550
MAHESWARA_GSBC2020;17:10:56;0.18;31.8;58.0;99540.6;0;0.3;-7.771.285;110.373.550
MAHESWARA_GSBC2020;17:10:57;0.14;31.8;58.5;99540.5;281;1.7;-7.771.282;110.373.535
MAHESWARA_GSBC2020;17:10:58;0.15;31.8;58.0;99541.8;294;0.9;-7.771.279;110.373.528
MAHESWARA_GSBC2020;17:10:59;0.14;31.8;58.5;99539.3;281;0.9;-7.771.277;110.373.520
MAHESWARA_GSBC2020;17:11:00;0.17;31.8;58.4;99539.1;0;0.1;-7.771.276;110.373.520
MAHESWARA_GSBC2020;17:11:01;0.09;31.8;58.7;99543.2;275;1.7;-7.771.275;110.373.505
MAHESWARA_GSBC2020;17:11:02;0.12;31.8;58.6;99540.5;277;0.8;-7.771.274;110.373.497
MAHESWARA_GSBC2020;17:11:03;0.11;31.8;58.6;99542.5;0;0.6;-7.771.268;110.373.497
MAHESWARA_GSBC2020;17:11:04;0.20;31.8;58.6;99542.0;294;0.9;-7.771.265;110.373.489
MAHESWARA_GSBC2020;17:11:05;0.18;31.8;59.2;99541.6;0;0.1;-7.771.264;110.373.489
MAHESWARA_GSBC2020;17:11:06;0.12;31.8;58.6;99541.9;0;0.1;-7.771.264;110.373.489
MAHESWARA_GSBC2020;17:11:07;0.03;31.8;58.5;99543.3;307;1.0;-7.771.258;110.373.482
MAHESWARA_GSBC2020;17:11:08;0.10;31.8;58.4;99541.3;263;0.8;-7.771.259;110.373.474
MAHESWARA_GSBC2020;17:11:09;0.06;31.8;58.6;99543.2;0;0.0;-7.771.259;110.373.474
MAHESWARA_GSBC2020;17:11:10;0.05;31.8;59.0;99543.2;0;0.1;-7.771.258;110.373.474
MAHESWARA_GSBC2020;17:11:11;0.04;31.8;58.7;99541.8;266;0.8;-7.771.258;110.373.466
MAHESWARA_GSBC2020;17:11:12;0.08;31.8;58.6;99544.5;0;0.6;-7.771.253;110.373.466
MAHESWARA_GSBC2020;17:11:13;0.13;31.8;59.0;99543.2;0;0.6;-7.771.247;110.373.466
MAHESWARA_GSBC2020;17:11:14;0.07;31.8;59.1;99542.6;0;0.5;-7.771.243;110.373.466
MAHESWARA_GSBC2020;17:11:15;0.02;31.8;58.8;99541.8;0;0.8;-7.771.235;110.373.466
MAHESWARA_GSBC2020;17:11:16;0.08;31.8;58.8;99540.7;180;0.2;-7.771.237;110.373.466
MAHESWARA_GSBC2020;17:11:17;0.07;31.8;59.1;99541.3;294;0.9;-7.771.234;110.373.459
MAHESWARA_GSBC2020;17:11:18;0.12;31.8;58.8;99541.8;0;0.4;-7.771.230;110.373.459
MAHESWARA_GSBC2020;17:11:19;0.09;31.8;58.6;99541.1;300;1.0;-7.771.225;110.373.451
MAHESWARA_GSBC2020;17:11:20;0.11;31.8;58.1;99541.1;313;1.2;-7.771.218;110.373.444
MAHESWARA_GSBC2020;17:11:21;0.07;31.8;58.9;99540.7;305;2.0;-7.771.208;110.373.428
MAHESWARA_GSBC2020;17:11:22;0.18;31.8;58.9;99540.9;305;1.0;-7.771.203;110.373.421
MAHESWARA_GSBC2020;17:11:23;0.00;31.8;59.5;99544.5;298;1.9;-7.771.194;110.373.405
MAHESWARA_GSBC2020;17:11:24;0.03;31.8;59.3;99541.0;295;1.9;-7.771.187;110.373.390
MAHESWARA_GSBC2020;17:11:25;0.14;31.8;59.1;99542.5;180;0.3;-7.771.190;110.373.390
MAHESWARA_GSBC2020;17:11:26;0.19;31.8;58.9;99542.7;281;1.7;-7.771.187;110.373.375
MAHESWARA_GSBC2020;17:11:27;0.00;31.8;59.2;99546.0;311;1.1;-7.771.181;110.373.367
MAHESWARA_GSBC2020;17:11:28;0.13;31.8;59.4;99541.7;319;1.3;-7.771.172;110.373.360
MAHESWARA_GSBC2020;17:11:29;0.06;31.8;59.5;99544.9;281;0.9;-7.771.171;110.373.352
MAHESWARA_GSBC2020;17:11:30;0.07;31.8;59.7;99545.0;180;0.1;-7.771.172;110.373.352
MAHESWARA_GSBC2020;17:11:31;0.05;31.8;59.3;99542.2;291;0.9;-7.771.169;110.373.344
MAHESWARA_GSBC2020;17:11:32;0.06;31.8;59.3;99546.7;0;0.2;-7.771.167;110.373.344
MAHESWARA_GSBC2020;17:11:33;0.08;31.8;58.9;99543.5;0;0.0;-7.771.167;110.373.344
MAHESWARA_GSBC2020;17:11:34;0.11;31.8;59.2;99540.7;0;0.0;-7.771.167;110.373.344
MAHESWARA_GSBC2020;17:11:35;0.00;31.8;59.2;99543.7;322;1.3;-7.771.157;110.373.337
MAHESWARA_GSBC2020;17:11:36;0.10;31.8;58.9;99545.2;0;0.7;-7.771.151;110.373.337
MAHESWARA_GSBC2020;17:11:37;0.10;31.8;59.2;99546.6;0;0.4;-7.771.147;110.373.337
MAHESWARA_GSBC2020;17:11:38;0.15;31.8;58.9;99543.5;94;0.8;-7.771.148;110.373.344
MAHESWARA_GSBC2020;17:11:39;0.13;31.8;59.0;99544.2;297;0.9;-7.771.144;110.373.337
MAHESWARA_GSBC2020;17:11:40;0.16;31.8;59.1;99542.6;0;0.4;-7.771.141;110.373.337
MAHESWARA_GSBC2020;17:11:41;0.09;31.8;59.5;99542.8;114;0.9;-7.771.144;110.373.344
MAHESWARA_GSBC2020;17:11:42;0.17;31.8;59.6;99542.6;180;0.1;-7.771.144;110.373.344
MAHESWARA_GSBC2020;17:11:43;0.14;31.8;59.7;99542.9;180;0.1;-7.771.145;110.373.344
MAHESWARA_GSBC2020;17:11:44;0.13;31.8;59.7;99545.1;180;0.3;-7.771.147;110.373.344
MAHESWARA_GSBC2020;17:11:45;0.16;31.8;59.8;99543.5;243;0.9;-7.771.151;110.373.337
MAHESWARA_GSBC2020;17:11:46;0.10;31.8;60.2;99543.7;180;0.2;-7.771.152;110.373.337
MAHESWARA_GSBC2020;17:11:47;0.06;31.8;59.9;99544.5;180;0.5;-7.771.157;110.373.337
MAHESWARA_GSBC2020;17:11:48;0.13;31.8;59.9;99542.9;180;0.4;-7.771.160;110.373.337
MAHESWARA_GSBC2020;17:11:49;0.15;31.8;60.0;99542.0;180;0.4;-7.771.164;110.373.337
MAHESWARA_GSBC2020;17:11:50;0.15;31.8;59.8;99543.5;180;0.3;-7.771.166;110.373.337
MAHESWARA_GSBC2020;17:11:51;0.14;31.8;60.1;99542.4;180;0.5;-7.771.171;110.373.337
MAHESWARA_GSBC2020;17:11:52;0.10;31.8;59.9;99545.5;180;0.4;-7.771.174;110.373.337
MAHESWARA_GSBC2020;17:11:53;0.11;31.8;59.6;99543.0;180;0.3;-7.771.177;110.373.337
MAHESWARA_GSBC2020;17:11:54;0.13;31.8;59.5;99543.4;180;0.4;-7.771.181;110.373.337
MAHESWARA_GSBC2020;17:11:55;0.05;31.8;59.8;99545.3;256;0.9;-7.771.183;110.373.329
MAHESWARA_GSBC2020;17:11:56;0.07;31.8;59.1;99544.6;0;0.0;-7.771.183;110.373.329
MAHESWARA_GSBC2020;17:11:57;0.11;31.8;59.4;99545.8;180;0.6;-7.771.188;110.373.329
MAHESWARA_GSBC2020;17:11:58;0.11;31.8;59.2;99543.7;180;0.9;-7.771.196;110.373.329
MAHESWARA_GSBC2020;17:11:59;0.00;31.8;59.3;99545.6;180;0.2;-7.771.198;110.373.329
MAHESWARA_GSBC2020;17:12:00;0.20;31.8;59.4;99542.8;180;0.3;-7.771.200;110.373.329
MAHESWARA_GSBC2020;17:12:01;0.09;31.8;59.1;99544.7;180;0.5;-7.771.205;110.373.329
MAHESWARA_GSBC2020;17:12:03;0.12;31.7;59.3;99541.0;180;0.3;-7.771.208;110.373.329
MAHESWARA_GSBC2020;17:12:04;0.13;31.8;59.4;99543.2;259;0.9;-7.771.209;110.373.322
MAHESWARA_GSBC2020;17:12:05;0.04;31.8;59.4;99545.0;111;0.9;-7.771.212;110.373.329
MAHESWARA_GSBC2020;17:12:06;0.05;31.8;59.3;99545.5;180;0.5;-7.771.217;110.373.329
MAHESWARA_GSBC2020;17:12:07;0.00;31.8;59.6;99545.7;180;0.1;-7.771.218;110.373.329
MAHESWARA_GSBC2020;17:12:08;0.03;31.8;59.3;99543.8;180;0.1;-7.771.218;110.373.329
MAHESWARA_GSBC2020;17:12:09;0.06;31.8;59.3;99545.1;144;1.4;-7.771.229;110.373.337
MAHESWARA_GSBC2020;17:12:10;0.00;31.8;59.8;99546.0;180;0.9;-7.771.237;110.373.337
MAHESWARA_GSBC2020;17:12:11;0.00;31.8;59.6;99546.5;180;0.1;-7.771.238;110.373.337
MAHESWARA_GSBC2020;17:12:12;0.06;31.8;59.0;99545.3;180;0.4;-7.771.242;110.373.337
