ID;Waktu;Ketinggian;Temperatur;Kelembapan;Tekanan;Arah Angin;Kecepatan Angin;Lintang;Bujur
MAHESWARA_GSBC2020;00:17:19;2078;34.00;81.00;9788.00;309.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:20;2080;11.00;81.00;9787.80;306.00;2.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:21;2082;-60.00;19.00;9787.60;21.00;19.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:22;2084;-51.00;85.00;9787.40;139.00;2.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:23;2086;20.00;56.00;9787.20;299.00;14.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:24;2088;26.00;59.00;9787.00;162.00;3.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:25;2090;23.00;30.00;9786.80;248.00;10.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:26;2092;39.00;65.00;9786.60;37.00;19.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:27;2094;23.00;13.00;9786.40;193.00;12.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:28;2096;-36.00;53.00;9786.20;193.00;15.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:29;2098;-49.00;20.00;9786.00;249.00;3.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:30;2100;8.00;67.00;9785.79;351.00;10.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:31;2102;-45.00;64.00;9785.59;271.00;9.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:32;2104;-20.00;87.00;9785.39;183.00;4.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:33;2106;-22.00;21.00;9785.19;187.00;12.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:34;2108;-8.00;12.00;9784.99;176.00;2.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:35;2110;-9.00;84.00;9784.79;100.00;16.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:36;2112;-33.00;17.00;9784.59;340.00;8.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:37;2114;-50.00;61.00;9784.39;90.00;3.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:38;2116;30.00;58.00;9784.19;64.00;12.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:39;2118;-18.00;73.00;9783.99;10.00;11.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:40;2120;-3.00;53.00;9783.79;214.00;12.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:41;2122;-60.00;7.00;9783.59;141.00;18.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:42;2124;0.00;81.00;9783.39;74.00;17.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:43;2126;22.00;41.00;9783.19;190.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:44;2128;-23.00;4.00;9782.99;69.00;11.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:45;2130;-11.00;60.00;9782.79;151.00;16.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:46;2132;-1.00;49.00;9782.59;115.00;5.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:47;2134;27.00;28.00;9782.39;40.00;7.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:48;2136;-5.00;72.00;9782.19;327.00;3.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:49;2138;37.00;62.00;9781.99;272.00;14.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:50;2140;-22.00;96.00;9781.79;139.00;7.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:51;2142;3.00;74.00;9781.59;238.00;9.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:52;2144;-28.00;12.00;9781.39;307.00;19.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:53;2146;-38.00;66.00;9781.19;48.00;14.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:54;2148;3.00;84.00;9780.99;87.00;19.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:55;2150;-60.00;37.00;9780.79;183.00;0.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:17:56;2152;-49.00;55.00;9780.59;298.00;5.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:17:57;2154;-41.00;9.00;9780.39;137.00;3.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:17:58;2156;-52.00;92.00;9780.19;196.00;9.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:17:59;2158;-58.00;52.00;9779.99;253.00;11.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:00;2160;14.00;71.00;9779.79;184.00;1.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:01;2162;26.00;91.00;9779.59;0.00;2.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:02;2164;-45.00;64.00;9779.39;37.00;11.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:03;2166;-47.00;82.00;9779.19;197.00;5.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:04;2168;-10.00;58.00;9778.99;230.00;14.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:05;2170;-51.00;5.00;9778.79;130.00;14.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:06;2172;31.00;58.00;9778.59;306.00;17.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:07;2174;23.00;71.00;9778.39;115.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:08;2176;31.00;58.00;9778.19;221.00;4.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:09;2178;23.00;18.00;9777.99;53.00;5.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:10;2180;-20.00;84.00;9777.79;107.00;1.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:11;2182;-32.00;6.00;9777.59;135.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:12;2184;-46.00;31.00;9777.39;354.00;12.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:13;2186;-28.00;12.00;9777.19;59.00;19.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:14;2188;-48.00;57.00;9776.99;298.00;1.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:15;2190;-13.00;35.00;9776.79;307.00;5.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:16;2192;33.00;59.00;9776.59;13.00;13.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:17;2194;-53.00;7.00;9776.39;332.00;13.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:18;2196;30.00;69.00;9776.19;353.00;15.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:19;2198;-37.00;76.00;9775.99;281.00;18.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:20;2200;-45.00;49.00;9775.79;179.00;12.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:21;2202;-58.00;88.00;9775.58;215.00;16.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:22;2204;-55.00;22.00;9775.38;354.00;6.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:23;2206;-56.00;75.00;9775.18;353.00;0.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:24;2208;-12.00;98.00;9774.98;187.00;6.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:25;2210;37.00;67.00;9774.78;60.00;19.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:26;2212;13.00;99.00;9774.58;36.00;5.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:27;2214;-4.00;64.00;9774.38;54.00;0.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:28;2216;-43.00;61.00;9774.18;176.00;0.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:29;2218;-31.00;99.00;9773.98;324.00;8.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:30;2220;-33.00;60.00;9773.78;276.00;14.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:31;2222;22.00;53.00;9773.58;288.00;1.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:32;2224;-56.00;40.00;9773.38;116.00;10.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:33;2226;-38.00;84.00;9773.18;241.00;19.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:34;2228;12.00;1.00;9772.98;350.00;3.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:35;2230;9.00;74.00;9772.78;339.00;8.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:36;2232;25.00;85.00;9772.58;42.00;11.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:37;2234;18.00;87.00;9772.38;202.00;15.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:38;2236;-39.00;82.00;9772.18;36.00;13.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:39;2238;10.00;60.00;9771.98;41.00;15.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:40;2240;-48.00;63.00;9771.78;31.00;8.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:41;2242;-12.00;87.00;9771.58;17.00;9.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:42;2244;30.00;5.00;9771.38;289.00;5.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:43;2246;29.00;85.00;9771.18;7.00;16.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:44;2248;-55.00;23.00;9770.98;359.00;16.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:45;2250;28.00;34.00;9770.78;171.00;12.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:46;2252;6.00;88.00;9770.58;295.00;15.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:47;2254;9.00;97.00;9770.38;167.00;6.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:48;2256;30.00;90.00;9770.18;329.00;12.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:49;2258;36.00;55.00;9769.98;161.00;0.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:50;2260;30.00;34.00;9769.78;314.00;0.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:51;2262;14.00;88.00;9769.58;166.00;5.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:52;2264;-7.00;91.00;9769.38;68.00;15.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:53;2266;-40.00;81.00;9769.18;259.00;5.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:54;2268;35.00;19.00;9768.98;291.00;15.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:55;2270;-21.00;95.00;9768.78;109.00;5.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:18:56;2272;38.00;94.00;9768.58;179.00;7.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:18:57;2274;-17.00;96.00;9768.38;286.00;3.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:18:58;2276;-15.00;26.00;9768.18;211.00;19.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:18:59;2278;25.00;19.00;9767.98;280.00;19.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:00;2280;-26.00;26.00;9767.78;207.00;18.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:01;2282;-36.00;96.00;9767.58;113.00;18.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:02;2284;31.00;53.00;9767.38;59.00;0.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:03;2286;-30.00;6.00;9767.18;340.00;8.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:04;2288;-22.00;0.00;9766.98;290.00;8.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:05;2290;-2.00;87.00;9766.78;194.00;12.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:06;2292;20.00;56.00;9766.58;98.00;15.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:07;2294;-5.00;22.00;9766.38;343.00;19.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:08;2296;-11.00;28.00;9766.18;20.00;10.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:09;2298;5.00;92.00;9765.98;9.00;6.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:10;2300;32.00;52.00;9765.78;197.00;4.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:11;2302;30.00;87.00;9765.58;165.00;11.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:12;2304;29.00;56.00;9765.37;58.00;10.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:13;2306;-10.00;67.00;9765.17;316.00;11.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:14;2308;-16.00;16.00;9764.97;273.00;18.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:15;2310;2.00;66.00;9764.77;239.00;12.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:16;2312;-58.00;18.00;9764.57;17.00;1.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:17;2314;33.00;89.00;9764.37;147.00;11.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:18;2316;-11.00;47.00;9764.17;61.00;5.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:19;2318;19.00;14.00;9763.97;279.00;0.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:20;2320;6.00;27.00;9763.77;11.00;14.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:21;2322;-43.00;41.00;9763.57;235.00;15.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:22;2324;37.00;74.00;9763.37;251.00;14.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:23;2326;-14.00;17.00;9763.17;219.00;6.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:24;2328;19.00;1.00;9762.97;197.00;12.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:25;2330;-23.00;50.00;9762.77;310.00;11.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:26;2332;-46.00;68.00;9762.57;237.00;11.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:27;2334;18.00;13.00;9762.37;299.00;9.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:28;2336;-48.00;3.00;9762.17;56.00;18.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:29;2338;29.00;86.00;9761.97;29.00;3.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:30;2340;35.00;99.00;9761.77;44.00;15.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:31;2342;-27.00;4.00;9761.57;61.00;3.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:32;2344;1.00;22.00;9761.37;251.00;1.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:33;2346;-18.00;62.00;9761.17;288.00;5.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:34;2348;-57.00;74.00;9760.97;278.00;16.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:35;2350;36.00;78.00;9760.77;351.00;17.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:36;2352;-24.00;89.00;9760.57;280.00;0.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:37;2354;17.00;98.00;9760.37;298.00;17.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:38;2356;20.00;38.00;9760.17;255.00;2.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:39;2358;-57.00;40.00;9759.97;272.00;16.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:40;2360;14.00;26.00;9759.77;134.00;4.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:41;2362;-13.00;43.00;9759.57;212.00;16.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:42;2364;3.00;68.00;9759.37;290.00;16.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:43;2366;36.00;53.00;9759.17;140.00;17.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:44;2368;17.00;58.00;9758.97;245.00;14.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:45;2370;-22.00;30.00;9758.77;353.00;7.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:46;2372;-49.00;51.00;9758.57;46.00;8.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:47;2374;22.00;26.00;9758.37;291.00;8.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:48;2376;18.00;73.00;9758.17;345.00;15.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:49;2378;-18.00;22.00;9757.97;190.00;18.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:50;2380;24.00;50.00;9757.77;104.00;9.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:51;2382;-50.00;97.00;9757.57;342.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:52;2384;0.00;42.00;9757.37;91.00;16.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:53;2386;-3.00;36.00;9757.17;129.00;6.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:54;2388;-2.00;57.00;9756.97;1.00;0.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:55;2390;-48.00;67.00;9756.77;108.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:19:56;2392;-37.00;32.00;9756.57;15.00;16.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:19:57;2394;11.00;97.00;9756.37;54.00;1.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:19:58;2396;-39.00;37.00;9756.17;172.00;1.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:19:59;2398;-14.00;36.00;9755.97;32.00;5.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:00;2400;31.00;24.00;9755.77;289.00;1.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:01;2402;21.00;18.00;9755.57;63.00;17.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:02;2404;33.00;68.00;9755.37;248.00;10.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:03;2406;-40.00;47.00;9755.16;166.00;15.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:04;2408;-19.00;39.00;9754.96;55.00;13.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:05;2410;34.00;16.00;9754.76;75.00;10.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:06;2412;16.00;96.00;9754.56;323.00;0.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:07;2414;31.00;91.00;9754.36;291.00;9.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:08;2416;20.00;85.00;9754.16;317.00;17.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:09;2418;-37.00;2.00;9753.96;109.00;8.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:10;2420;-10.00;67.00;9753.76;346.00;12.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:11;2422;-21.00;88.00;9753.56;135.00;9.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:12;2424;32.00;0.00;9753.36;284.00;12.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:13;2426;-53.00;39.00;9753.16;97.00;7.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:14;2428;25.00;76.00;9752.96;254.00;0.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:15;2430;-38.00;35.00;9752.76;29.00;17.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:16;2432;33.00;86.00;9752.56;296.00;13.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:17;2434;3.00;42.00;9752.36;201.00;17.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:18;2436;11.00;92.00;9752.16;144.00;15.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:19;2438;-49.00;93.00;9751.96;39.00;17.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:20;2440;-21.00;19.00;9751.76;29.00;0.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:21;2442;15.00;55.00;9751.56;313.00;14.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:22;2444;5.00;82.00;9751.36;168.00;1.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:23;2446;-53.00;67.00;9751.16;243.00;4.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:24;2448;-30.00;78.00;9750.96;170.00;11.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:25;2450;35.00;66.00;9750.76;75.00;5.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:26;2452;-2.00;84.00;9750.56;134.00;16.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:27;2454;-50.00;48.00;9750.36;123.00;15.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:28;2456;2.00;57.00;9750.16;264.00;2.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:29;2458;26.00;57.00;9749.96;105.00;15.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:30;2460;-3.00;99.00;9749.76;337.00;16.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:31;2462;-30.00;84.00;9749.56;27.00;11.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:32;2464;36.00;6.00;9749.36;53.00;13.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:33;2466;23.00;55.00;9749.16;258.00;0.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:34;2468;-55.00;15.00;9748.96;313.00;14.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:35;2470;-13.00;89.00;9748.76;154.00;3.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:36;2472;-57.00;0.00;9748.56;359.00;5.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:37;2474;-46.00;74.00;9748.36;344.00;15.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:38;2476;-22.00;93.00;9748.16;220.00;5.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:40;2480;-31.00;33.00;9747.76;63.00;16.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:39;2478;-25.00;49.00;9747.96;14.00;8.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:41;2482;-20.00;82.00;9747.56;156.00;6.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:43;2486;-53.00;24.00;9747.16;63.00;4.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:44;2488;-41.00;51.00;9746.96;306.00;8.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:45;2490;-41.00;92.00;9746.76;177.00;12.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:42;2484;18.00;4.00;9747.36;206.00;4.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:46;2492;-8.00;80.00;9746.56;240.00;1.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:48;2496;-22.00;53.00;9746.16;254.00;17.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:50;2500;-46.00;19.00;9745.76;127.00;7.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:47;2494;-38.00;96.00;9746.36;181.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:51;2502;-2.00;66.00;9745.56;61.00;13.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:52;2504;-59.00;83.00;9745.36;192.00;16.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:53;2506;28.00;85.00;9745.16;149.00;9.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:49;2498;9.00;59.00;9745.96;281.00;15.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:55;2510;35.00;2.00;9744.75;124.00;18.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:20:56;2512;-49.00;56.00;9744.55;154.00;0.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:20:54;2508;6.00;99.00;9744.95;324.00;0.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:57;2514;13.00;84.00;9744.35;274.00;3.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:20:58;2516;9.00;67.00;9744.15;251.00;5.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:20:59;2518;16.00;35.00;9743.95;357.00;1.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:21:00;2520;16.00;54.00;9743.75;108.00;3.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:21:01;2522;35.00;37.00;9743.55;125.00;18.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:21:02;2524;29.00;4.00;9743.35;247.00;14.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:21:03;2526;23.00;61.00;9743.15;273.00;5.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:21:04;2528;-6.00;60.00;9742.95;136.00;11.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:21:05;2530;19.00;70.00;9742.75;199.00;1.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:21:06;2532;32.00;88.00;9742.55;9.00;17.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:21:07;2534;19.00;12.00;9742.35;17.00;7.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:21:08;2536;-45.00;96.00;9742.15;343.00;6.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:21:09;2538;-1.00;62.00;9741.95;208.00;8.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:21:10;2540;1.00;38.00;9741.75;88.00;11.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:21:11;2542;22.00;31.00;9741.55;135.00;19.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:21:12;2544;-37.00;26.00;9741.35;117.00;9.00;-7.774.200;110.373.451
MAHESWARA_GSBC2020;00:21:13;2546;7.00;16.00;9741.15;350.00;9.00;-7.774.132;110.373.435
MAHESWARA_GSBC2020;00:21:14;2548;9.00;78.00;9740.95;249.00;1.00;-7.774.100;110.373.451
MAHESWARA_GSBC2020;00:21:15;2550;29.00;66.00;9740.75;40.00;9.00;-7.774.150;110.373.435
MAHESWARA_GSBC2020;00:21:16;2552;-42.00;14.00;9740.55;95.00;1.00;-7.774.200;110.373.451
