ID;Waktu;Ketinggian;Temperatur;Kelembapan;Tekanan;Arah Angin;Kecepatan Angin;Lintang;Bujur
MAHESWARA_GSBC2020;15:49:40;0.06;33.1;58.0;99421.2;0;0.1;-7.771.266;110.373.337
;;;;;;;;;
MAHESWARA_GSBC2020;15:49:43;0.02;33.1;57.8;99420.6;0;0.0;-7.771.260;110.373.337
MAHESWARA_GSBC2020;15:49:44;0.00;33.1;57.9;99420.3;180;0.1;-7.771.261;110.373.337
MAHESWARA_GSBC2020;15:49:45;0.06;33.1;57.9;99420.3;0;0.0;-7.771.261;110.373.337
MAHESWARA_GSBC2020;15:49:46;0.01;33.1;58.0;99421.9;0;0.0;-7.771.261;110.373.337
MAHESWARA_GSBC2020;15:49:47;0.05;33.0;57.9;99421.4;0;0.2;-7.771.259;110.373.337
MAHESWARA_GSBC2020;15:49:48;0.16;33.0;57.9;99419.3;0;0.1;-7.771.259;110.373.337
MAHESWARA_GSBC2020;15:49:49;0.06;33.0;57.6;99421.4;72;0.9;-7.771.256;110.373.344
MAHESWARA_GSBC2020;15:49:50;0.08;33.0;58.1;99423.0;0;0.0;-7.771.256;110.373.344
MAHESWARA_GSBC2020;15:49:51;0.04;33.0;57.9;99419.5;0;0.1;-7.771.256;110.373.344
MAHESWARA_GSBC2020;15:49:52;0.15;33.0;57.9;99420.1;0;0.2;-7.771.255;110.373.344
MAHESWARA_GSBC2020;15:49:53;0.14;33.0;57.7;99419.0;0;0.2;-7.771.253;110.373.344
MAHESWARA_GSBC2020;15:49:54;0.03;33.0;58.3;99421.1;83;0.8;-7.771.252;110.373.352
MAHESWARA_GSBC2020;15:49:55;0.03;33.0;57.8;99421.3;0;0.2;-7.771.251;110.373.352
MAHESWARA_GSBC2020;15:49:56;0.10;33.0;57.8;99420.4;0;0.1;-7.771.250;110.373.352
MAHESWARA_GSBC2020;15:49:57;0.12;33.0;57.9;99420.1;0;0.1;-7.771.249;110.373.352
MAHESWARA_GSBC2020;15:49:58;0.15;33.0;57.8;99421.9;0;0.1;-7.771.249;110.373.352
MAHESWARA_GSBC2020;15:49:59;0.12;33.0;57.9;99419.3;0;0.1;-7.771.248;110.373.352
MAHESWARA_GSBC2020;15:50:00;0.10;33.0;58.0;99419.6;0;0.1;-7.771.247;110.373.352
MAHESWARA_GSBC2020;15:50:01;0.14;33.0;57.8;99420.1;94;0.8;-7.771.248;110.373.360
MAHESWARA_GSBC2020;15:50:02;0.10;33.0;58.2;99421.1;0;0.1;-7.771.247;110.373.360
MAHESWARA_GSBC2020;15:50:03;0.10;33.0;58.2;99420.4;281;0.9;-7.771.245;110.373.352
MAHESWARA_GSBC2020;15:50:04;0.13;33.0;58.3;99420.6;0;0.2;-7.771.244;110.373.352
MAHESWARA_GSBC2020;15:50:05;0.15;33.0;58.6;99419.0;0;0.1;-7.771.243;110.373.352
MAHESWARA_GSBC2020;15:50:06;0.02;33.0;58.4;99420.5;0;0.2;-7.771.241;110.373.352
MAHESWARA_GSBC2020;15:50:07;0.00;33.0;58.6;99421.9;79;0.9;-7.771.240;110.373.360
MAHESWARA_GSBC2020;15:50:08;0.04;33.0;58.4;99423.3;0;0.2;-7.771.238;110.373.360
MAHESWARA_GSBC2020;15:50:09;0.04;33.0;58.0;99424.9;94;0.8;-7.771.238;110.373.367
